English words/sentences,French words/sentences
I heard the good news.,J'ai entendu la bonne nouvelle.
I heard what happened.,J'ai entendu ce qu'il s'est pass??.
I helped fix the leak.,J'ai aid?? ?ˇ r??parer la fuite.
I hid behind the tree.,Je me cachai derri??re l'arbre.
I hid under the table.,Je me suis cach?? sous la table.
I hid under the table.,Je me cachai sous la table.
I hired someone today.,J'ai engag?? quelqu'un aujourd'hui.
I hit him on the chin.,Je l'ai frapp?? au menton.
I honestly don't care.,"Franchement, je m'en fiche."
I hope I see it again.,J'esp??re le revoir.
I hope he's all right.,J'esp??re qu'il se porte bien.
I hope he's all right.,J'esp??re que tout va bien pour lui.
I hope it will change.,J'esp??re que cela changera.
I hope to participate.,J'esp??re participer.
I hope to return soon.,J'esp??re revenir bient??t.
I hope you don't mind.,J'esp??re que ??a ne vous d??range pas.
I hope you don't mind.,J'esp??re que ??a ne te d??range pas.
I hope you don't mind.,J'esp??re que ??a ne vous ennuie pas.
I hope you don't mind.,J'esp??re que ??a ne t'ennuie pas.
I hope you enjoyed it.,J'esp??re que tu y as pris plaisir.
I hope you enjoyed it.,J'esp??re que vous y avez pris plaisir.
I hope you understand.,J'esp??re que tu comprendras.
I hope you won't mind.,J'esp??re que vous n'y voyez pas d'inconv??nient.
I hope you won't mind.,J'esp??re que tu n'y vois pas d'inconv??nient.
I hope you'll join us.,J'esp??re que vous serez des n??tres.
I hope you'll like it.,J'esp??re que vous l'aimerez.
I immediately said no.,J'ai imm??diatement dit ?Æ?ˇnon?ˇ?Ø.
I just can't remember.,Je ne me le rappelle simplement pas.
I just can't remember.,Je ne m'en souviens simplement pas.
I just don't remember.,"Je ne m'en souviens pas, un point c'est tout."
I just don't remember.,Je ne m'en souviens tout simplement pas.
I just got your email.,Je viens de recevoir ton courriel.
I just got your email.,Je viens de recevoir votre courriel.
I just hope Tom is OK.,J'esp??re seulement que Tom va bien.
I just need some time.,Il me faut juste du temps.
I just saw a huge owl.,Je viens de voir une ??norme chouette.
I just saw a huge owl.,Je viens de voir un hibou ??norme.
I just started crying.,Je me suis simplement mis ?ˇ pleurer.
I just started crying.,Je me suis simplement mise ?ˇ pleurer.
I just stubbed my toe.,Je viens de me cogner l'orteil.
I just want the truth.,Je veux simplement la v??rit??.
I just want your love.,Je veux juste ton amour.
I just want your love.,Je veux juste votre amour.
I just want your love.,Je ne veux que ton amour.
I just want your love.,Je ne veux que votre amour.
I just wanted to talk.,Je voulais simplement discuter.
I killed the mosquito.,J'ai tu?? le moustique.
I knew I had to do it.,Je savais que je devais le faire.
I knew I wasn't crazy.,Je savais que je n'??tais pas fou.
I knew Tom personally.,Je connaissais Tom personnellement.
I knew all about that.,J'en savais tout.
I knew everyone there.,J'y connaissais tout le monde.
I knew it was a trick.,Je savais que cÉ????tait un pi??ge.
I knew it was serious.,Je savais que c'??tait s??rieux.
I knew what Tom meant.,Je savais ce que Tom voulait dire.
I knew what you meant.,Je savais ce que vous vouliez dire.
I knew what you meant.,Je savais ce que tu voulais dire.
I knew you were there.,Je savais que tu ??tais l?ˇ.
I knew you'd say that.,Je savais que tu dirais ??a.
I knew you'd say that.,Je savais que vous diriez cela.
I know Tom is frantic.,Je sais que Tom est fr??n??tique.
I know Tom is frantic.,Je sais que Tom est paniqu??.
I know Tom is frantic.,Je sais que Tom est agit??.
I know Tom is frantic.,Je sais que Tom est effr??n??.
I know Tom is psyched.,Je sais que Tom est excit??.
I know Tom is psyched.,Je sais que Tom a la p?¶che.
I know Tom is psyched.,Je sais que Tom est par??.
I know Tom personally.,Je connais Tom personnellement.
I know Tom quite well.,Je connais tr??s bien Tom.
I know Tom was shaken.,Je sais que Tom a ??t?? secou??.
I know Tom was shaken.,Je sais que Tom a ??t?? ??branl??.
I know Tom was shaken.,Je sais que Tom a ??t?? boulevers??.
I know Tom was unfair.,Je sais que Tom ??tait injuste.
I know Tom was unfair.,Je sais que Tom a ??t?? injuste.
I know Tom will agree.,Je sais que Tom sera d'accord.
I know a lot about it.,J'en sais long l?ˇ-dessus.
I know a lot about it.,J'en sais beaucoup ?ˇ ce sujet.
I know everybody here.,"Je connais tout le monde, ici."
I know everything now.,"?? pr??sent, je sais tout."
I know how this works.,Je sais comment cela fonctionne.
I know it well enough.,Je le sais suffisamment bien.
I know someone's here.,Je sais quelqu'un est ici.
I know that I'm crazy.,Je sais que je suis fou.
I know that I'm crazy.,Je sais que je suis folle.
I know that I'm right.,Je sais que j'ai raison.
I know that Tom knows.,Je sais que Tom sait.
I know these students.,Je connais ces ??tudiants.
I know this will work.,Je sais que ??a fonctionnera.
I know this will work.,Je sais que ??a marchera.
I know what Tom needs.,Je sais ce dont Tom a besoin.
I know what they mean.,Je sais ce qu'ils veulent dire.
I know what they mean.,Je sais ce qu'elles veulent dire.
I know what they mean.,Je sais ce qu'ils insinuent.
I know what they mean.,Je sais ce qu'elles insinuent.
I know what they said.,Je sais ce qu'ils ont dit.
I know what they said.,Je sais ce qu'elles ont dit.
I know what to expect.,Je sais ?ˇ quoi m'attendre.
I know what to expect.,Je sais quoi esp??rer.
I know what to ignore.,Je sais quoi ignorer.
I know what we can do.,Je sais ce que nous pouvons faire.
I know what we can do.,Je sais ce que nous parvenons ?ˇ faire.
I know what we can do.,Je sais ce que nous arrivons ?ˇ faire.
I know where he lives.,Je sais o?? il habite.
I know where he lives.,Je sais o?? il vit.
I know where they are.,Je sais o?? ils sont.
I know where you live.,Je sais o?? tu habites.
I know where you live.,Je sais o?? tu vis.
I know why you did it.,Je sais pourquoi tu l'as fait.
I know why you did it.,Je sais pourquoi vous l'avez fait.
I know you are clever.,Je sais que tu es intelligent.
I know you can see it.,Je sais que tu peux le voir.
I know you can't wait.,Je sais que tu ne peux pas attendre.
I know you can't wait.,Je sais que vous ne pouvez pas attendre.
I know you helped Tom.,Je sais que tu as aid?? Tom.
I know you helped Tom.,Je sais que vous avez aid?? Tom.
I know you left early.,Je sais que tu es parti t??t.
I know you left early.,Je sais que vous ?¶tes partis t??t.
I laughed at his joke.,J'ai ri ?ˇ sa blague.
I learned a new trick.,J'ai appris un nouveau tour.
I learned it from you.,Je l'ai appris de toi.
I learned nothing new.,Je n'ai rien appris de nouveau.
I leave in three days.,Je pars dans trois jours.
I left in the morning.,Je suis parti au matin.
I left my dog at home.,J'ai laiss?? mon chien ?ˇ la maison.
I lent Tom some money.,J'ai pr?¶t?? de l'argent ?ˇ Tom.
I lent him a magazine.,Je lui ai pr?¶t?? une revue.
I lied to both of you.,Je vous ai menti ?ˇ tous les deux.
I lied to both of you.,Je vous ai menti ?ˇ toutes les deux.
I lied to protect you.,J'ai menti pour te prot??ger.
I lied to protect you.,J'ai menti pour vous prot??ger.
I like French cooking.,J'appr??cie la cuisine fran??aise.
I like all my classes.,J'appr??cie tous mes cours.
I like being with you.,J'aime ?¶tre en ta compagnie.
I like being with you.,J'aime ?¶tre en votre compagnie.
I like being with you.,J'aime ?¶tre avec vous.
I like being with you.,J'aime me trouver en ta compagnie.
I like being with you.,J'aime me trouver en votre compagnie.
I like buying clothes.,J'aime acheter des v?¶tements.
I like cats very much.,J'aime beaucoup les chats.
I like chocolate cake.,J'aime le g?õteau au chocolat.
I like dark chocolate.,J'aime le chocolat noir.
I like dogs very much.,J'aime vraiment les chiens.
I like dogs very much.,J'aime beaucoup les chiens.
I like playing sports.,J'aime faire du sport.
I like skipping rocks.,J'aime m'adonner au ricochet.
I like that it's soft.,J'aime que ce soit doux.
I like that it's soft.,J'appr??cie que ce soit doux.
I like the color blue.,J'aime la couleur bleue.
I like their pictures.,J'aime leurs photos.
I like their pictures.,J'aime leurs tableaux.
I like to be prepared.,J'aime ?¶tre pr??par??.
I like to be thorough.,J'aime ?¶tre minutieux.
I like to be thorough.,J'aime ?¶tre minutieuse.
I like to be thorough.,J'aime ?¶tre consciencieux.
I like to be thorough.,J'aime ?¶tre consciencieuse.
I like to write poems.,J'aime ??crire des po??mes.
I like your frankness.,J'appr??cie votre franchise.
I live in the country.,J'habite ?ˇ la campagne.
I live with my family.,J'habite avec ma famille.
I lost a lot of blood.,JÉ??ai perdu beaucoup de sang.
I lost a lot of money.,J'ai perdu beaucoup d'argent.
I lost my credit card.,J'ai perdu ma carte de cr??dit.
I lost my inspiration.,J'ai perdu mon inspiration.
I love a happy ending.,J'adore les fins heureuses.
I love playing Chopin.,J'adore jouer Chopin.
I love playing Chopin.,J'adore jouer du Chopin.
I love reading in bed.,J'adore lire au lit.
I love rock musicians.,J'aime les musiciens rock.
I love romance novels.,J'aime les romans d'amour.
I love talking to you.,J'adore m'entretenir avec toi.
I love talking to you.,J'adore m'entretenir avec vous.
I love talking to you.,J'adore parler avec toi.
I love talking to you.,J'adore parler avec vous.
I love to help others.,J'adore aider les autres.
I love you like a son.,Je vous aime comme un fils.
I love you like a son.,Je t'aime comme un fils.
I love your apartment.,J'adore ton appartement.
I love your apartment.,J'adore votre appartement.
I made a bad decision.,J'ai pris une mauvaise d??cision.
I made a bad decision.,Je pris une mauvaise d??cision.
I made a couple calls.,J'ai pass?? quelques appels.
I made a couple calls.,J'ai pass?? quelques coups de fil.
I made a couple calls.,Je passai quelques appels.
I made a couple calls.,Je passai quelques coups de fil.
I made a huge mistake.,J'ai commis une ??norme erreur.
I made a lot of money.,J'ai fait beaucoup d'argent.
I made a mess of that.,J'ai foir?? ??a.
I made tea last night.,J'ai pr??par?? le d??ner hier soir.
I made you a surprise.,Je t'ai pr??par?? une surprise.
I made you a surprise.,Je vous ai pr??par?? une surprise.
I may need to move on.,Il se peut qu'il faille que je parte.
I may need to move on.,Il se peut qu'il faille que je passe ?ˇ autre chose.
I may need to move on.,Il se peut qu'il faille que je me remette en route.
I may try again later.,Il se peut que j'essaye ?ˇ nouveau plus tard.
I meant no disrespect.,Je ne voulais pas vous manquer de respect.
I meant to look it up.,J'avais l'intention d'en faire la recherche.
I met her an hour ago.,Je l'ai rencontr??e il y a une heure.
I met her by accident.,Je l'ai rencontr??e accidentellement.
I might not come back.,Il se pourrait que je ne revienne pas.
I misspelled the word.,J'ai ??pel?? le mot de travers.
I misspelled the word.,J'ai mal ??pel?? le mot.
I must be leaving now.,Il faut que j'y aille maintenant.
I must help my mother.,Je dois aider ma m??re.
I must hurry to class.,Je dois me d??p?¶cher d'aller en classe.
I must know the truth.,Il faut que je sache la v??rit??.
I must repay the debt.,Je dois rembourser la dette.
I must ride a bicycle.,Je dois faire du v??lo.
I need a bigger chair.,J'ai besoin d'une chaise plus grande.
I need an interpreter.,J'ai besoin d'un interpr??te.
I need an interpreter.,J'ai besoin d'une interpr??te.
I need it by tomorrow.,J'en ai besoin pour demain.
I need it immediately.,J'en ai besoin imm??diatement.
I need it immediately.,J'en ai besoin sur-le-champ.
I need some help here.,J'ai besoin d'un peu d'aide ici.
I need something else.,J'ai besoin de quelque chose d'autre.
I need something else.,Il me faut quelque chose d'autre.
I need time to unwind.,Il me faut du temps pour me d??tendre.
I need to be prepared.,Il me faut ?¶tre pr??par??.
I need to be prepared.,Il me faut ?¶tre pr??par??e.
I need to do that now.,Il faut que je fasse ??a maintenant.
I need to get a stamp.,J'ai besoin d'un timbre.
I need to go shopping.,Il me faut aller faire des courses.
I need to go to sleep.,Je dois aller dormir.
I need to keep moving.,Je dois continuer ?ˇ avancer.
I need to make a copy.,Je dois faire une copie.
I need to make my bed.,Il faut que je fasse mon lit.
I need to move slowly.,Je dois bouger lentement.
I need to move slowly.,Je dois me d??placer lentement.
I need to pay my rent.,Il faut que je paie mon loyer.
I need to rent a room.,Je dois louer une chambre.
I need to see Tom now.,J'ai besoin de voir Tom maintenant.
I need to talk to him.,Il me faut lui parler.
I need to warn my mom.,Je dois pr??venir ma m??re.
I need to warn my mom.,Je dois pr??venir ma maman.
I need to warn my mom.,Il faut que je pr??vienne ma maman.
I need to warn my mom.,Il faut que je pr??vienne ma m??re.
I need you in my life.,J'ai besoin de toi dans ma vie.
I need you in my life.,J'ai besoin de vous dans ma vie.
I need you on my side.,J'ai besoin de toi ?ˇ mes c??t??s.
I need you to do that.,J'ai besoin que vous fassiez cela.
I need you to do that.,J'ai besoin que tu fasses ??a.
I need you to go home.,J'ai besoin que tu ailles ?ˇ la maison.
I need you to go home.,J'ai besoin que vous alliez ?ˇ la maison.
I needed it yesterday.,J'en ai eu besoin hier.
I needed to hear that.,J'avais besoin d'entendre ??a.
I never drink at home.,Je ne bois jamais ?ˇ la maison.
I never drink at home.,Je ne bois jamais chez moi.
I never forget a face.,Je n'oublie jamais un visage.
I never found out why.,Je n'ai jamais d??couvert pourquoi.
I never read the book.,Je n'ai jamais lu ce livre.
I never saw Tom again.,Je nÉ??ai jamais revu Tom.
I never saw her again.,Je ne la revis jamais.
I never saw him again.,Je ne l'ai jamais revu.
I never saw him again.,Je ne le revis jamais.
I never told Tom that.,Je nÉ??ai jamais dit ??a ?ˇ Tom.
I never went to sleep.,Je n'ai jamais ??t?? dormir.
I no longer live here.,Je nÉ??habite plus ici.
I no longer want that.,Je n'en veux plus.
I no longer want that.,Je ne le veux plus.
I no longer work here.,Je ne travaille plus ici.
I often feel homesick.,J'ai souvent le mal du pays.
I often get the blues.,J'ai souvent le cafard.
I often make mistakes.,Je commets souvent des fautes.
I only need one thing.,Il ne me faut qu'une chose.
I ordered you a drink.,Je vous ai command?? un verre.
I ordered you a drink.,Je t'ai command?? un verre.
I overslept yesterday.,"Je n'ai pas entendu le r??veil, hier."
I owe you a breakfast.,Je te dois un petit-d??jeuner.
I owe you a breakfast.,Je vous dois un petit-d??jeuner.
I paid about 50 bucks.,J'ai pay?? dans les 50 balles.
I paid for it already.,Je l'ai d??j?ˇ pay??.
I paid for the damage.,J'ai pay?? pour les d??g?õts.
I paid for the drinks.,J'ai pay?? les boissons.
I peeled the potatoes.,J'ai ??pluch?? les patates.
I pigged out on pizza.,Je me suis goinfr?? de pizza.
I plan on being early.,Je pr??vois d'?¶tre en avance.
I planted a pine tree.,J'ai plant?? un pin.
I play a little piano.,Je joue un peu de piano.
I postponed the event.,Je remis la manifestation.
I prefer cats to dogs.,Je pr??f??re les chats aux chiens.
I prefer dogs to cats.,Je pr??f??re les chiens aux chats.
I prefer fish to meat.,Je pr??f??re le poisson ?ˇ la viande.
